plat,plon,dlat,dlon,time,minute
22.379,114.165,22.367,114.177,18:25:56,25
22.352,114.13,22.314,114.113,18:25:56,25
22.382,113.958,22.504,113.97,18:25:56,25
22.324,114.227,22.315,114.263,18:25:56,25
22.314,114.177,22.308,114.17,18:25:56,25
22.292,114.159,22.301,114.179,18:25:57,25
22.397,114.14,22.324,114.163,18:25:57,25
22.321,114.167,22.316,114.134,18:25:57,25
22.315,114.268,22.318,114.272,18:25:57,25
22.304,114.174,22.319,114.153,18:25:58,25
22.298,114.25,22.428,114.25,18:25:58,25
22.276,114.226,22.286,114.241,18:25:58,25
22.227,114.148,22.251,114.156,18:25:58,25
22.288,114.178,22.287,114.178,18:25:58,25
22.288,114.212,22.293,114.228,18:25:58,25
22.283,114.164,22.279,114.184,18:25:58,25
22.29,114.241,22.287,114.221,18:25:58,25
22.284,114.232,22.313,114.232,18:26:00,26
22.295,114.159,22.304,114.17,18:26:00,26
22.38,114.191,22.38,114.186,18:26:00,26
22.336,114.139,22.314,114.153,18:26:01,26
22.384,113.969,22.376,113.964,18:26:01,26
22.314,114.196,22.313,114.186,18:26:01,26
22.268,114.18,22.3,114.155,18:26:01,26
22.246,114.153,22.233,114.161,18:26:01,26
22.316,114.204,22.313,114.195,18:26:02,26
22.361,114.113,22.365,114.134,18:26:02,26
22.281,114.138,22.283,114.109,18:26:03,26
22.324,114.261,22.312,114.272,18:26:03,26
22.284,114.223,22.292,114.213,18:26:03,26
22.437,114.027,22.439,114.029,18:26:03,26
22.284,114.196,22.281,114.197,18:26:04,26
22.321,114.222,22.334,114.235,18:26:04,26
22.325,114.195,22.318,114.184,18:26:05,26
22.36,114.132,22.377,114.172,18:26:05,26
22.433,114.034,22.44,114.041,18:26:05,26
22.36,114.106,22.367,114.108,18:26:05,26
22.445,114.027,22.448,114.029,18:26:05,26
22.306,114.223,22.347,114.258,18:26:05,26
22.252,114.192,22.251,114.244,18:26:06,26
22.313,114.187,22.323,114.161,18:26:06,26
22.327,114.188,22.318,114.176,18:26:06,26
22.262,114.217,22.229,114.217,18:26:06,26
22.282,114.117,22.282,114.112,18:26:06,26
22.365,113.965,22.373,113.972,18:26:07,26
22.334,114.202,22.332,114.175,18:26:07,26
22.25,114.168,22.431,114.179,18:26:07,26
22.284,114.237,22.287,114.227,18:26:08,26
22.504,114.149,22.482,114.136,18:26:08,26
22.462,114.015,22.433,114.047,18:26:08,26
22.475,113.996,22.46,114.002,18:26:08,26
22.298,114.168,22.314,114.179,18:26:09,26
22.338,114.187,22.366,114.185,18:26:10,26
22.365,113.956,22.381,113.968,18:26:10,26
22.309,114.144,22.319,114.146,18:26:10,26
22.499,113.992,22.504,114.164,18:26:10,26
22.285,114.219,22.287,114.176,18:26:10,26
22.331,114.142,22.331,114.158,18:26:10,26
22.321,114.16,22.312,114.159,18:26:11,26
22.311,114.167,22.344,114.156,18:26:11,26
22.282,114.133,22.28,114.131,18:26:11,26
22.298,114.214,22.316,114.216,18:26:12,26
22.45,114.038,22.448,114.038,18:26:12,26
22.471,114.011,22.473,114.031,18:26:12,26
22.454,114.025,22.448,114.027,18:26:12,26
22.326,114.188,22.359,114.171,18:26:12,26
22.279,114.151,22.28,114.18,18:26:13,26
22.28,114.237,22.313,114.229,18:26:13,26
22.29,114.22,22.279,114.222,18:26:13,26
22.422,114.233,22.403,114.232,18:26:13,26
22.282,114.197,22.285,114.178,18:26:14,26
22.457,114.038,22.438,114.033,18:26:16,26
22.499,114.154,22.323,114.162,18:26:16,26
22.422,113.989,22.4,113.988,18:26:17,26
22.365,114.149,22.381,114.138,18:26:17,26
22.281,114.126,22.292,114.113,18:26:17,26
22.364,114.12,22.371,114.099,18:26:17,26
22.379,114.099,22.361,114.114,18:26:17,26
22.279,114.124,22.285,114.113,18:26:18,26
22.305,114.253,22.303,114.266,18:26:18,26
22.258,114.167,22.276,114.187,18:26:18,26
22.308,114.153,22.298,114.159,18:26:18,26
22.279,114.19,22.291,114.203,18:26:18,26
22.278,114.163,22.291,114.19,18:26:18,26
22.453,114.007,22.454,114.002,18:26:19,26
22.362,114.113,22.379,114.12,18:26:19,26
22.282,114.175,22.292,114.166,18:26:19,26
22.458,113.986,22.458,113.998,18:26:19,26
22.341,114.169,22.345,114.132,18:26:19,26
22.403,113.99,22.424,113.956,18:26:19,26
22.258,114.151,22.229,114.165,18:26:19,26
22.372,114.119,22.379,114.104,18:26:20,26
22.373,114.193,22.382,114.213,18:26:20,26
22.28,114.225,22.283,114.224,18:26:20,26
22.387,113.954,22.417,114.173,18:26:20,26
22.326,114.169,22.332,114.187,18:26:21,26
22.316,114.186,22.321,114.18,18:26:21,26
22.381,114.189,22.367,114.155,18:26:21,26
22.372,114.126,22.328,114.11,18:26:21,26
22.242,114.227,22.235,114.224,18:26:21,26
22.462,114.037,22.45,114.048,18:26:22,26
22.329,114.147,22.312,114.157,18:26:22,26
22.437,114.047,22.438,114.049,18:26:22,26
22.393,114.228,22.404,114.227,18:26:23,26
22.297,114.169,22.297,114.179,18:26:23,26
22.328,114.196,22.293,114.195,18:26:24,26
22.328,114.237,22.299,114.25,18:26:24,26
22.373,114.191,22.38,114.188,18:26:25,26
22.303,114.147,22.441,114.137,18:26:26,26
22.334,114.163,22.332,114.154,18:26:26,26
22.28,114.191,22.291,114.238,18:26:26,26
22.315,114.192,22.323,114.228,18:26:26,26
22.284,114.197,22.291,114.225,18:26:27,26
22.302,114.23,22.247,114.228,18:26:27,26
22.313,114.192,22.289,114.174,18:26:27,26
22.224,114.156,22.232,114.187,18:26:28,26
22.441,114.035,22.444,114.04,18:26:28,26
22.376,114.115,22.364,114.095,18:26:29,26
22.352,114.138,22.366,114.112,18:26:29,26
22.283,114.183,22.302,114.176,18:26:29,26
22.301,114.254,22.316,114.267,18:26:30,26
22.279,114.159,22.285,114.179,18:26:30,26
22.436,114.009,22.44,114.006,18:26:31,26
22.284,114.195,22.285,114.198,18:26:31,26
22.31,114.233,22.324,114.221,18:26:31,26
22.323,114.165,22.312,114.171,18:26:32,26
22.287,114.148,22.281,114.136,18:26:32,26
22.277,114.152,22.277,114.153,18:26:32,26
22.45,114.176,22.438,114.18,18:26:32,26
22.426,114.002,22.417,113.998,18:26:32,26
22.308,114.15,22.343,114.127,18:26:33,26
22.401,114.237,22.396,114.224,18:26:33,26
22.285,114.158,22.278,114.148,18:26:33,26
22.32,114.157,22.316,114.132,18:26:33,26
22.308,114.265,22.317,114.269,18:26:34,26
22.279,114.185,22.291,114.175,18:26:34,26
22.446,113.993,22.401,113.996,18:26:35,26
22.329,114.219,22.286,114.235,18:26:35,26
22.274,113.979,22.246,114.148,18:26:36,26
22.337,114.226,22.351,114.225,18:26:36,26
22.378,114.202,22.372,114.191,18:26:37,26
22.278,114.124,22.282,114.108,18:26:37,26
22.306,114.152,22.313,114.167,18:26:37,26
22.221,114.174,22.431,114.175,18:26:37,26
22.372,114.174,22.382,114.117,18:26:37,26
22.313,114.178,22.303,114.196,18:26:37,26
22.312,114.179,22.269,114.184,18:26:37,26
22.244,114.172,22.281,114.146,18:26:37,26
22.292,114.122,22.289,114.115,18:26:38,26
22.329,114.187,22.333,114.189,18:26:38,26
22.283,114.22,22.3,114.228,18:26:38,26
22.369,113.977,22.409,113.958,18:26:38,26
22.377,113.964,22.384,113.969,18:26:39,26
22.283,114.234,22.29,114.199,18:26:39,26
22.364,114.136,22.369,114.131,18:26:39,26
22.286,114.161,22.245,114.138,18:26:39,26
22.399,114.203,22.405,114.179,18:26:40,26
22.307,114.185,22.326,114.2,18:26:40,26
22.467,113.975,22.423,113.968,18:26:40,26
22.428,113.966,22.437,113.966,18:26:40,26
22.282,114.188,22.284,114.15,18:26:40,26
22.285,114.179,22.288,114.186,18:26:41,26
22.312,114.229,22.28,114.233,18:26:41,26
22.423,113.994,22.406,113.992,18:26:41,26
22.284,114.231,22.285,114.222,18:26:41,26
22.357,114.18,22.382,114.187,18:26:41,26
22.364,114.111,22.373,114.109,18:26:42,26
22.396,113.99,22.361,114.193,18:26:42,26
22.394,113.978,22.377,114.226,18:26:42,26
22.45,114.231,22.398,114.227,18:26:42,26
22.309,114.176,22.295,114.174,18:26:42,26
22.317,114.221,22.309,114.224,18:26:42,26
22.392,114.167,22.448,114.038,18:26:43,26
22.28,114.133,22.312,114.156,18:26:43,26
22.296,114.262,22.32,114.268,18:26:43,26
22.28,114.161,22.29,114.171,18:26:44,26
22.307,114.241,22.315,114.248,18:26:44,26
22.311,114.184,22.286,114.165,18:26:44,26
22.28,114.155,22.285,114.172,18:26:44,26
22.323,114.133,22.332,114.103,18:26:44,26
22.279,114.184,22.287,114.186,18:26:44,26
22.308,114.16,22.309,114.162,18:26:45,26
22.282,114.145,22.275,114.13,18:26:45,26
22.278,114.109,22.291,114.125,18:26:46,26
22.407,113.943,22.377,113.952,18:26:46,26
22.282,114.15,22.301,114.158,18:26:46,26
22.437,114.227,22.439,114.242,18:26:46,26
22.374,113.968,22.372,114.105,18:26:46,26
22.308,114.168,22.309,114.174,18:26:46,26
22.39,114.109,22.359,114.11,18:26:47,26
22.302,114.257,22.311,114.261,18:26:47,26
22.49,113.975,22.491,113.961,18:26:47,26
22.326,114.154,22.322,114.138,18:26:47,26
22.302,114.219,22.34,114.218,18:26:48,26
22.367,114.142,22.37,114.128,18:26:48,26
22.414,113.982,22.395,113.993,18:26:48,26
22.284,114.161,22.283,114.179,18:26:48,26
22.294,114.264,22.316,114.272,18:26:48,26
22.445,114.028,22.451,114.024,18:26:48,26
22.318,114.222,22.334,114.235,18:26:49,26
22.482,114.102,22.501,114.109,18:26:49,26
22.41,113.981,22.364,114.001,18:26:49,26
22.299,114.23,22.329,114.234,18:26:49,26
22.235,114.127,22.27,114.113,18:26:49,26
22.29,114.265,22.299,114.272,18:26:49,26
22.29,114.124,22.287,114.15,18:26:49,26
22.418,114.164,22.431,114.175,18:26:49,26
22.425,113.989,22.403,113.978,18:26:49,26
22.458,114.039,22.437,114.031,18:26:50,26
22.319,114.232,22.332,114.207,18:26:51,26
22.275,114.229,22.286,114.186,18:26:51,26
22.436,113.993,22.442,114.035,18:26:51,26
22.256,114.243,22.255,114.243,18:26:51,26
22.336,114.199,22.341,114.195,18:26:52,26
22.276,114.151,22.268,114.111,18:26:52,26
22.279,114.158,22.275,114.177,18:26:52,26
22.365,114.104,22.36,114.124,18:26:52,26
22.357,114.131,22.374,114.092,18:26:52,26
22.391,114.197,22.282,114.194,18:26:53,26
22.332,114.148,22.32,114.138,18:26:53,26
22.363,114.196,22.285,114.195,18:26:53,26
22.305,114.229,22.313,114.213,18:26:54,26
22.361,114.12,22.364,114.105,18:26:54,26
22.279,114.114,22.286,114.114,18:26:54,26
22.385,113.94,22.379,113.953,18:26:55,26
22.436,114.042,22.447,114.018,18:26:56,26
22.368,114.139,22.37,114.146,18:26:57,26
22.281,114.217,22.283,114.189,18:26:57,26
22.424,113.984,22.374,114.166,18:26:57,26
22.311,114.17,22.314,114.193,18:26:58,26
22.335,114.135,22.328,114.124,18:26:58,26
22.285,114.166,22.28,114.153,18:26:58,26
22.283,114.182,22.287,114.193,18:26:58,26
22.455,114.017,22.433,114.014,18:27:00,27
22.381,113.967,22.285,113.966,18:27:00,27
22.319,114.155,22.315,114.173,18:27:00,27
22.286,114.192,22.304,114.19,18:27:01,27
22.456,114.04,22.439,114.045,18:27:01,27
22.317,114.183,22.297,114.191,18:27:01,27
22.285,114.213,22.265,114.218,18:27:01,27
22.315,114.206,22.283,114.2,18:27:02,27
22.302,114.167,22.337,114.174,18:27:02,27
22.436,114.183,22.454,114.168,18:27:02,27
22.395,114.013,22.411,114.013,18:27:02,27
22.286,114.207,22.286,114.167,18:27:03,27
22.307,114.177,22.313,114.197,18:27:03,27
22.281,114.159,22.284,114.168,18:27:03,27
22.309,114.27,22.312,114.27,18:27:03,27
22.277,114.153,22.273,114.148,18:27:03,27
22.311,114.162,22.326,114.167,18:27:04,27
22.281,114.185,22.276,114.173,18:27:04,27
22.306,114.226,22.334,114.202,18:27:04,27
22.342,114.189,22.349,114.183,18:27:04,27
22.373,114.111,22.365,114.128,18:27:05,27
22.326,114.159,22.322,114.193,18:27:05,27
22.255,114.158,22.228,114.154,18:27:06,27
22.292,114.196,22.289,114.214,18:27:06,27
22.456,113.962,22.456,113.987,18:27:06,27
22.473,114.158,22.499,114.164,18:27:07,27
22.377,114.098,22.381,114.096,18:27:07,27
22.285,114.236,22.284,114.231,18:27:08,27
22.287,114.189,22.27,114.166,18:27:09,27
22.296,114.261,22.32,114.268,18:27:09,27
22.338,114.139,22.327,114.127,18:27:09,27
22.31,114.228,22.316,114.224,18:27:09,27
22.482,114.151,22.273,114.112,18:27:09,27
22.429,114.023,22.43,114.025,18:27:10,27
22.433,114.16,22.431,114.175,18:27:10,27
22.281,114.192,22.267,114.184,18:27:10,27
22.288,114.185,22.29,114.173,18:27:10,27
22.281,114.223,22.311,114.225,18:27:11,27
22.263,114.169,22.267,114.187,18:27:11,27
22.328,114.262,22.312,114.262,18:27:11,27
22.398,114.043,22.44,114.045,18:27:11,27
22.327,114.189,22.309,114.168,18:27:12,27
22.283,114.195,22.306,114.195,18:27:12,27
22.302,114.172,22.318,114.19,18:27:12,27
22.285,114.229,22.284,114.221,18:27:13,27
22.283,114.207,22.286,114.207,18:27:13,27
22.277,114.175,22.282,114.176,18:27:13,27
22.285,114.214,22.285,114.215,18:27:13,27
22.307,114.161,22.325,114.131,18:27:14,27
22.284,114.224,22.279,114.216,18:27:14,27
22.28,114.177,22.278,114.189,18:27:14,27
22.245,114.157,22.218,114.173,18:27:14,27
22.483,114.029,22.459,114.029,18:27:14,27
22.302,114.22,22.284,114.218,18:27:15,27
22.398,114.179,22.38,114.144,18:27:15,27
22.332,114.186,22.395,114.222,18:27:15,27
22.451,114.153,22.443,114.166,18:27:15,27
22.288,114.183,22.289,114.191,18:27:16,27
22.449,114.01,22.456,114.014,18:27:16,27
22.359,114.119,22.361,114.119,18:27:17,27
22.315,114.13,22.34,114.095,18:27:17,27
22.279,114.202,22.287,114.225,18:27:17,27
22.379,114.105,22.381,114.151,18:27:17,27
22.424,114.131,22.366,114.133,18:27:17,27
22.315,114.233,22.323,114.224,18:27:18,27
22.304,114.224,22.238,114.225,18:27:18,27
22.397,114.225,22.4,114.214,18:27:18,27
22.379,114.153,22.315,114.161,18:27:19,27
22.369,114.115,22.364,114.129,18:27:19,27
22.294,114.153,22.301,114.174,18:27:19,27
22.451,113.972,22.369,113.958,18:27:19,27
22.283,114.15,22.286,114.162,18:27:19,27
22.455,114.03,22.437,114.025,18:27:19,27
22.382,114.199,22.381,114.202,18:27:20,27
22.284,114.232,22.283,114.224,18:27:21,27
22.256,114.154,22.226,114.151,18:27:21,27
22.392,113.971,22.379,113.98,18:27:21,27
22.36,114.19,22.272,114.149,18:27:21,27
22.379,113.98,22.372,113.987,18:27:21,27
22.452,114.024,22.436,114.029,18:27:21,27
22.302,114.239,22.302,114.233,18:27:21,27
22.339,114.136,22.34,114.138,18:27:21,27
22.313,114.194,22.311,114.186,18:27:22,27
22.28,114.149,22.298,114.154,18:27:23,27
22.284,114.185,22.293,114.196,18:27:23,27
22.313,114.179,22.347,114.175,18:27:23,27
22.302,114.168,22.3,114.177,18:27:23,27
22.308,114.217,22.315,114.216,18:27:23,27
22.304,114.148,22.318,114.172,18:27:23,27
22.295,114.256,22.321,114.266,18:27:24,27
22.313,114.23,22.283,114.224,18:27:24,27
22.302,114.267,22.316,114.273,18:27:24,27
22.403,113.989,22.391,113.976,18:27:25,27
22.284,114.19,22.291,114.158,18:27:25,27
22.323,114.225,22.317,114.209,18:27:25,27
22.453,114.237,22.432,114.028,18:27:25,27
22.393,113.954,22.367,114.179,18:27:26,27
22.331,114.189,22.293,114.192,18:27:26,27
22.41,114.175,22.378,114.151,18:27:26,27
22.281,114.144,22.284,114.129,18:27:26,27
22.432,114.238,22.438,114.227,18:27:27,27
22.431,114.011,22.443,114.24,18:27:28,27
22.403,114.189,22.422,114.176,18:27:28,27
22.284,114.152,22.282,114.184,18:27:28,27
22.291,114.184,22.293,114.163,18:27:28,27
22.287,114.154,22.289,114.16,18:27:28,27
22.295,114.229,22.306,114.229,18:27:29,27
22.292,114.172,22.279,114.133,18:27:29,27
22.317,114.168,22.344,114.178,18:27:29,27
22.408,114.026,22.448,114.028,18:27:29,27
22.315,114.185,22.331,114.199,18:27:29,27
22.282,114.154,22.291,114.116,18:27:29,27
22.284,114.18,22.288,114.181,18:27:29,27
22.288,114.162,22.338,114.162,18:27:29,27
22.322,114.221,22.321,114.22,18:27:29,27
22.281,114.183,22.291,114.178,18:27:31,27
22.329,114.11,22.342,114.097,18:27:31,27
22.381,114.123,22.348,114.137,18:27:31,27
22.463,114.007,22.437,114.016,18:27:31,27
22.28,114.146,22.277,114.129,18:27:31,27
22.388,113.93,22.379,113.935,18:27:32,27
22.292,114.195,22.314,114.158,18:27:32,27
22.494,114,22.499,113.996,18:27:32,27
22.396,113.95,22.375,113.936,18:27:33,27
22.377,114.183,22.355,114.14,18:27:33,27
22.279,114.213,22.289,114.209,18:27:34,27
22.404,113.972,22.403,113.966,18:27:34,27
22.306,114.163,22.311,114.195,18:27:34,27
22.38,113.95,22.372,113.972,18:27:35,27
22.38,113.992,22.362,113.981,18:27:35,27
22.285,114.216,22.278,114.182,18:27:35,27
22.317,114.153,22.309,114.163,18:27:35,27
22.31,114.154,22.316,114.14,18:27:35,27
22.312,114.27,22.325,114.271,18:27:35,27
22.328,114.17,22.333,114.185,18:27:35,27
22.379,114.208,22.376,114.137,18:27:35,27
22.376,114.143,22.379,114.175,18:27:36,27
22.434,114.024,22.415,114.194,18:27:36,27
22.284,114.237,22.286,114.233,18:27:36,27
22.333,114.234,22.404,114.23,18:27:36,27
22.279,114.159,22.285,114.193,18:27:36,27
22.328,114.167,22.317,114.134,18:27:37,27
22.335,114.237,22.32,114.22,18:27:37,27
22.279,114.156,22.308,114.148,18:27:37,27
22.421,114.223,22.322,114.212,18:27:37,27
22.255,114.149,22.265,114.155,18:27:37,27
22.309,114.249,22.317,114.26,18:27:38,27
22.331,114.169,22.383,114.187,18:27:39,27
22.281,114.194,22.288,114.194,18:27:39,27
22.443,114.041,22.446,114.045,18:27:39,27
22.323,114.217,22.322,114.217,18:27:39,27
22.382,113.988,22.412,113.963,18:27:39,27
22.378,114.118,22.371,114.109,18:27:39,27
22.301,114.254,22.316,114.258,18:27:39,27
22.285,114.189,22.285,114.139,18:27:40,27
22.245,114.238,22.233,114.24,18:27:40,27
22.409,113.991,22.375,113.984,18:27:41,27
22.477,114.031,22.457,114.036,18:27:41,27
22.371,114.219,22.278,114.218,18:27:42,27
22.368,114.152,22.325,114.142,18:27:42,27
22.395,113.989,22.381,113.982,18:27:43,27
22.327,114.117,22.381,114.138,18:27:43,27
22.276,114.15,22.28,114.118,18:27:43,27
22.461,114.009,22.444,114.052,18:27:43,27
22.421,114.17,22.341,114.184,18:27:43,27
22.512,114.097,22.507,114.106,18:27:44,27
22.287,114.238,22.41,114.227,18:27:44,27
22.235,114.16,22.25,114.189,18:27:44,27
22.329,114.138,22.35,114.125,18:27:45,27
22.37,114.113,22.36,114.1,18:27:45,27
22.462,114.02,22.433,114.015,18:27:46,27
22.287,114.237,22.281,114.229,18:27:46,27
22.286,114.131,22.284,114.117,18:27:46,27
22.256,114.21,22.274,114.213,18:27:47,27
22.297,114.156,22.346,114.149,18:27:47,27
22.281,114.156,22.283,114.115,18:27:48,27
22.306,114.261,22.317,114.27,18:27:49,27
22.422,113.967,22.414,113.95,18:27:50,27
22.307,114.218,22.317,114.208,18:27:50,27
22.301,114.122,22.33,114.153,18:27:51,27
22.398,113.956,22.374,113.947,18:27:51,27
22.284,114.233,22.29,114.215,18:27:51,27
22.454,114.017,22.445,114.028,18:27:52,27
22.317,114.014,22.442,114.015,18:27:53,27
22.326,114.159,22.355,114.142,18:27:53,27
22.366,114.111,22.374,114.114,18:27:53,27
22.286,114.19,22.283,114.162,18:27:54,27
22.323,114.176,22.348,114.168,18:27:54,27
22.511,114.122,22.514,114.137,18:27:54,27
22.493,114.175,22.486,114.159,18:27:55,27
22.281,114.225,22.301,114.237,18:27:55,27
22.407,113.976,22.381,113.949,18:27:55,27
22.379,114.13,22.333,114.129,18:27:55,27
22.379,114.12,22.368,114.1,18:27:56,27
22.284,114.21,22.282,114.191,18:27:56,27
22.28,114.156,22.289,114.187,18:27:57,27
22.326,114.147,22.328,114.164,18:27:57,27
22.342,114.174,22.326,114.154,18:27:57,27
22.331,114.194,22.292,114.205,18:27:57,27
22.305,114.136,22.316,114.147,18:27:58,27
22.301,114.184,22.303,114.198,18:27:58,27
22.369,114.22,22.412,114.219,18:27:58,27
22.331,114.195,22.313,114.192,18:27:59,27
22.284,114.16,22.286,114.106,18:28:00,28
22.281,114.218,22.289,114.171,18:28:01,28
22.496,114.173,22.491,114.173,18:28:01,28
22.298,114.224,22.323,114.22,18:28:01,28
22.368,114.106,22.372,114.13,18:28:01,28
22.311,114.197,22.271,114.201,18:28:01,28
22.284,114.21,22.284,114.222,18:28:01,28
22.321,114.135,22.32,114.157,18:28:01,28
22.282,114.174,22.249,114.187,18:28:01,28
22.376,114.189,22.367,114.185,18:28:01,28
22.298,114.145,22.254,114.173,18:28:02,28
22.228,114.151,22.223,114.169,18:28:02,28
22.307,114.249,22.331,114.152,18:28:02,28
22.31,114.262,22.325,114.282,18:28:02,28
22.285,114.193,22.285,114.197,18:28:02,28
22.309,114.218,22.323,114.184,18:28:02,28
22.282,114.16,22.277,114.174,18:28:02,28
22.281,114.113,22.286,114.104,18:28:03,28
22.289,114.219,22.289,114.205,18:28:03,28
22.509,114.151,22.497,114.123,18:28:03,28
22.287,114.138,22.285,114.146,18:28:03,28
22.379,113.99,22.409,113.99,18:28:04,28
22.359,114.134,22.338,114.167,18:28:04,28
22.375,114.124,22.244,114.124,18:28:04,28
22.325,114.244,22.326,114.251,18:28:04,28
22.34,114.196,22.331,114.224,18:28:05,28
22.296,114.251,22.331,114.261,18:28:05,28
22.348,114.111,22.372,114.151,18:28:05,28
22.308,114.167,22.321,114.195,18:28:05,28
22.4,113.999,22.375,113.993,18:28:05,28
22.287,114.227,22.288,114.236,18:28:05,28
22.389,114.188,22.412,114.222,18:28:05,28
22.45,114,22.447,114.012,18:28:06,28
22.285,114.21,22.279,114.16,18:28:06,28
22.279,114.151,22.277,114.173,18:28:07,28
22.288,114.152,22.283,114.122,18:28:07,28
22.298,114.142,22.297,114.168,18:28:07,28
22.334,114.102,22.34,114.136,18:28:08,28
22.374,114.224,22.383,114.216,18:28:08,28
22.328,114.207,22.34,114.191,18:28:08,28
22.277,114.216,22.288,114.205,18:28:09,28
22.379,114.119,22.357,114.125,18:28:09,28
22.287,114.24,22.29,114.194,18:28:09,28
22.301,114.221,22.291,114.197,18:28:09,28
22.377,114.099,22.337,114.106,18:28:10,28
22.333,114.186,22.366,114.187,18:28:11,28
22.321,114.105,22.359,114.185,18:28:11,28
22.47,114.165,22.488,114.171,18:28:11,28
22.338,114.189,22.338,114.184,18:28:11,28
22.374,114.129,22.374,114.118,18:28:12,28
22.292,114.127,22.284,114.146,18:28:12,28
22.373,114.113,22.364,114.139,18:28:13,28
22.433,114.155,22.305,114.15,18:28:13,28
22.389,114.123,22.374,114.173,18:28:13,28
22.32,114.213,22.314,114.212,18:28:13,28
22.329,114.203,22.335,114.196,18:28:13,28
22.449,113.956,22.458,113.955,18:28:14,28
22.246,114.145,22.243,114.181,18:28:14,28
22.277,114.19,22.291,114.188,18:28:14,28
22.28,114.153,22.294,114.156,18:28:15,28
22.48,114,22.42,113.987,18:28:15,28
22.319,114.231,22.356,114.22,18:28:15,28
22.367,114.109,22.367,114.112,18:28:15,28
22.326,114.194,22.355,114.176,18:28:15,28
22.283,114.166,22.284,114.166,18:28:16,28
22.283,114.235,22.282,114.237,18:28:16,28
22.331,114.109,22.346,114.115,18:28:16,28
22.283,114.186,22.277,114.181,18:28:16,28
22.309,114.186,22.337,114.195,18:28:17,28
22.441,114.032,22.444,114.031,18:28:17,28
22.29,114.225,22.285,114.235,18:28:18,28
22.306,114.142,22.286,114.151,18:28:18,28
22.284,114.181,22.282,114.177,18:28:18,28
22.374,114.144,22.377,114.179,18:28:18,28
22.31,114.253,22.312,114.268,18:28:18,28
22.327,114.176,22.337,114.155,18:28:18,28
22.296,114.227,22.322,114.169,18:28:18,28
22.338,114.194,22.385,114.195,18:28:19,28
22.34,114.223,22.355,114.197,18:28:19,28
22.306,114.166,22.306,114.168,18:28:19,28
22.329,114.224,22.288,114.217,18:28:20,28
22.454,114.023,22.453,114.036,18:28:21,28
22.33,114.148,22.345,114.147,18:28:21,28
22.3,114.259,22.316,114.264,18:28:21,28
22.308,114.26,22.313,114.266,18:28:22,28
22.316,114.239,22.285,114.223,18:28:22,28
22.276,114.186,22.288,114.181,18:28:23,28
22.296,114.186,22.308,114.176,18:28:23,28
22.334,114.243,22.32,114.246,18:28:23,28
22.277,114.105,22.282,114.12,18:28:23,28
22.384,114.121,22.378,114.123,18:28:23,28
22.282,114.163,22.283,114.107,18:28:23,28
22.284,114.233,22.287,114.222,18:28:24,28
22.286,114.16,22.285,114.183,18:28:24,28
22.456,113.992,22.452,113.988,18:28:24,28
22.328,114.248,22.3,114.238,18:28:25,28
22.472,114.004,22.398,113.992,18:28:26,28
22.281,114.208,22.282,114.21,18:28:26,28
22.445,114.032,22.45,114.029,18:28:26,28
22.377,114.119,22.363,114.119,18:28:26,28
22.308,114.19,22.317,114.189,18:28:26,28
22.433,114.034,22.425,114.031,18:28:27,28
22.306,114.168,22.31,114.162,18:28:27,28
22.395,114.228,22.39,114.228,18:28:27,28
22.305,114.227,22.324,114.193,18:28:27,28
22.427,114.223,22.284,114.174,18:28:27,28
22.315,114.26,22.339,114.274,18:28:28,28
22.387,114.138,22.376,114.14,18:28:28,28
22.374,114.168,22.374,114.184,18:28:28,28
22.313,114.199,22.38,114.197,18:28:28,28
22.286,114.201,22.283,114.179,18:28:28,28
22.281,114.169,22.279,114.178,18:28:29,28
22.313,114.246,22.337,114.231,18:28:29,28
22.319,114.246,22.318,114.249,18:28:30,28
22.28,114.159,22.286,114.12,18:28:30,28
22.28,114.236,22.241,114.228,18:28:30,28
22.33,114.138,22.332,114.137,18:28:30,28
22.3,114.168,22.308,114.167,18:28:30,28
22.281,114.159,22.298,114.159,18:28:30,28
22.338,114.145,22.333,114.151,18:28:31,28
22.371,114.129,22.387,114.188,18:28:31,28
22.36,114.114,22.372,114.097,18:28:31,28
22.384,114.193,22.375,114.167,18:28:31,28
22.232,114.144,22.256,114.153,18:28:31,28
22.281,114.187,22.286,114.125,18:28:32,28
22.328,114.191,22.336,114.187,18:28:32,28
22.268,114.001,22.438,114.005,18:28:32,28
22.491,113.99,22.288,113.982,18:28:32,28
22.324,114.179,22.298,114.197,18:28:32,28
22.285,114.186,22.292,114.191,18:28:33,28
22.461,114.003,22.465,114.002,18:28:33,28
22.324,114.202,22.307,114.195,18:28:33,28
22.411,114,22.46,113.998,18:28:34,28
22.315,114.195,22.323,114.196,18:28:34,28
22.424,114.213,22.37,114.162,18:28:34,28
22.453,114.006,22.383,114.198,18:28:35,28
22.286,114.186,22.289,114.173,18:28:35,28
22.389,114.106,22.368,114.102,18:28:35,28
22.454,113.972,22.437,114.029,18:28:35,28
22.282,114.173,22.281,114.172,18:28:36,28
22.251,114.174,22.253,114.014,18:28:36,28
22.334,114.199,22.337,114.183,18:28:36,28
22.395,114.12,22.375,114.147,18:28:37,28
22.334,114.174,22.379,114.185,18:28:37,28
22.354,114.127,22.364,114.118,18:28:38,28
22.391,114.187,22.368,114.171,18:28:38,28
